time,node,sf
100,pop2,c
100,pop2,b
100,pop2,a
100,pop4,d
100,pop4,a
100,pop4,c
100,pop4,e
100,pop4,b
100,pop10,b
100,pop10,a
100,pop10,c
100,pop16,c
100,pop23,b
100,pop23,a
100,pop23,e
100,pop23,d
100,pop23,c
100,pop27,e
100,pop27,d
100,pop51,c
100,pop51,a
100,pop51,b
100,pop52,d
100,pop52,e
100,pop52,a
100,pop52,b
100,pop11,b
100,pop11,a
100,pop11,c
100,pop11,d
100,pop21,d
100,pop14,a
100,pop14,b
100,pop14,c
100,pop28,b
100,pop28,c
100,pop28,a
100,pop28,d
100,pop56,e
100,pop56,d
100,pop29,a
100,pop29,e
100,pop29,b
100,pop29,d
100,pop29,c
100,pop5,a
100,pop5,b
100,pop44,b
100,pop44,a
100,pop44,c
100,pop12,b
100,pop12,c
100,pop24,a
100,pop24,b
100,pop24,c
100,pop17,d
100,pop17,e
100,pop17,a
100,pop17,b
100,pop17,c
100,pop43,a
100,pop43,b
100,pop43,c
100,pop48,d
100,pop48,e
200,pop2,d
200,pop2,e
200,pop4,b
200,pop4,a
200,pop4,d
200,pop4,c
200,pop4,e
200,pop10,c
200,pop10,b
200,pop10,d
200,pop10,e
200,pop23,d
200,pop23,e
200,pop25,d
200,pop25,e
200,pop27,a
200,pop27,b
200,pop27,c
200,pop36,b
200,pop36,a
200,pop36,d
200,pop36,c
200,pop36,e
200,pop51,c
200,pop51,d
200,pop51,e
200,pop51,b
200,pop52,d
200,pop52,e
200,pop11,b
200,pop11,a
200,pop11,c
200,pop21,a
200,pop21,b
200,pop21,e
200,pop21,c
200,pop28,d
200,pop28,b
200,pop28,e
200,pop28,a
200,pop28,c
200,pop56,c
200,pop56,a
200,pop56,b
200,pop29,d
200,pop29,e
200,pop5,c
200,pop5,a
200,pop5,b
200,pop44,c
200,pop44,d
200,pop44,e
200,pop24,c
200,pop24,b
200,pop24,d
200,pop24,a
200,pop24,e
200,pop34,a
200,pop34,c
200,pop43,d
200,pop46,c
200,pop46,b
200,pop50,a
200,pop50,b
200,pop48,d
200,pop48,e
200,pop26,d
200,pop26,e
200,pop45,a
200,pop45,b
200,pop45,c
300,pop2,d
300,pop2,c
300,pop2,e
300,pop2,b
300,pop2,a
300,pop4,b
300,pop4,e
300,pop4,d
300,pop4,a
300,pop4,c
300,pop10,c
300,pop10,a
300,pop10,d
300,pop10,e
300,pop23,e
300,pop23,b
300,pop23,a
300,pop23,c
300,pop25,d
300,pop25,e
300,pop27,a
300,pop27,b
300,pop36,b
300,pop36,d
300,pop36,e
300,pop36,a
300,pop36,c
300,pop51,d
300,pop51,e
300,pop51,b
300,pop51,a
300,pop52,c
300,pop52,b
300,pop52,a
300,pop11,c
300,pop11,b
300,pop11,a
300,pop21,d
300,pop21,e
300,pop21,c
300,pop21,b
300,pop14,b
300,pop14,a
300,pop14,c
300,pop28,a
300,pop28,b
300,pop28,c
300,pop56,d
300,pop56,a
300,pop56,e
300,pop56,b
300,pop56,c
300,pop29,b
300,pop29,c
300,pop3,b
300,pop3,a
300,pop3,c
300,pop5,a
300,pop5,b
300,pop44,b
300,pop12,b
300,pop12,c
300,pop34,b
300,pop34,d
300,pop34,e
300,pop34,a
300,pop34,c
300,pop49,a
300,pop49,d
300,pop43,a
300,pop43,b
300,pop43,c
300,pop46,a
300,pop46,b
300,pop46,c
300,pop48,b
300,pop45,b
300,pop45,a
300,pop45,c
400,pop2,b
400,pop2,d
400,pop2,a
400,pop2,e
400,pop2,c
400,pop4,c
400,pop4,a
400,pop4,b
400,pop10,b
400,pop10,a
400,pop10,c
400,pop23,b
400,pop23,a
400,pop23,c
400,pop27,a
400,pop27,b
400,pop27,c
400,pop36,d
