time,node,node_capacity,used_resources
0,pop0,0,0
0,pop1,0,0
0,pop2,10,0
0,pop3,10,0
0,pop4,10,0
0,pop5,10,0
0,pop6,10,0
0,pop7,10,0
0,pop8,0,0
0,pop9,0,0
0,pop10,0,0
0,pop11,50,0
0,pop12,10,0
0,pop13,0,0
0,pop14,0,0
0,pop15,50,0
0,pop16,0,0
0,pop17,10,0
0,pop18,10,0
0,pop19,0,0
0,pop20,0,0
0,pop21,50,0
0,pop22,50,0
0,pop23,10,0
0,pop24,0,0
0,pop25,0,0
0,pop26,50,0
0,pop27,10,0
0,pop28,50,0
0,pop29,10,0
0,pop30,10,0
0,pop31,10,0
0,pop32,10,0
0,pop33,10,0
0,pop34,0,0
0,pop35,10,0
0,pop36,0,0
0,pop37,0,0
0,pop38,10,0
0,pop39,0,0
0,pop40,10,0
0,pop41,0,0
0,pop42,10,0
0,pop43,0,0
0,pop44,10,0
0,pop45,10,0
0,pop46,0,0
0,pop47,10,0
0,pop48,0,0
0,pop49,0,0
0,pop50,10,0
0,pop51,0,0
0,pop52,10,0
0,pop53,0,0
0,pop54,10,0
0,pop55,0,0
0,pop56,0,0
0,pop57,0,0
100,pop0,0,0
100,pop1,0,0
100,pop2,10,0.0
100,pop3,10,6.0
100,pop4,10,0.0
100,pop5,10,6.0
100,pop6,10,10.0
100,pop7,10,2.0
100,pop8,0,0
100,pop9,0,0
100,pop10,0,0
100,pop11,50,8.0
100,pop12,10,5.0
100,pop13,0,0
100,pop14,0,0
100,pop15,50,0.0
100,pop16,0,0
100,pop17,10,9.0
100,pop18,10,3.0
100,pop19,0,0
100,pop20,0,0
100,pop21,50,15.0
100,pop22,50,20.0
100,pop23,10,6.0
100,pop24,0,0
100,pop25,0,0
100,pop26,50,16.0
100,pop27,10,0.0
100,pop28,50,18.0
100,pop29,10,0.0
100,pop30,10,6.0
100,pop31,10,2.0
100,pop32,10,8.0
100,pop33,10,6.0
100,pop34,0,0
100,pop35,10,1.0
100,pop36,0,0
100,pop37,0,0
100,pop38,10,5.0
100,pop39,0,0
100,pop40,10,7.0
100,pop41,0,0
100,pop42,10,2.0
100,pop43,0,0
100,pop44,10,8.0
100,pop45,10,6.0
100,pop46,0,0
100,pop47,10,6.0
100,pop48,0,0
100,pop49,0,0
100,pop50,10,10.0
100,pop51,0,0
100,pop52,10,9.0
100,pop53,0,0
100,pop54,10,9.0
100,pop55,0,0
100,pop56,0,0
100,pop57,0,0
200,pop0,0,0
200,pop1,0,0
200,pop2,10,6.0
200,pop3,10,6.0
200,pop4,10,4.0
200,pop5,10,4.0
200,pop6,10,4.0
200,pop7,10,5.0
200,pop8,0,0
200,pop9,0,0
200,pop10,0,0
200,pop11,50,24.0
200,pop12,10,8.0
200,pop13,0,0
200,pop14,0,0
200,pop15,50,1.0
200,pop16,0,0
200,pop17,10,6.0
200,pop18,10,10.0
200,pop19,0,0
200,pop20,0,0
200,pop21,50,32.0
200,pop22,50,39.0
200,pop23,10,0.0
200,pop24,0,0
200,pop25,0,0
200,pop26,50,16.0
200,pop27,10,6.0
200,pop28,50,24.0
200,pop29,10,0.0
200,pop30,10,10.0
200,pop31,10,0.0
200,pop32,10,4.0
200,pop33,10,8.0
200,pop34,0,0
200,pop35,10,6.0
200,pop36,0,0
200,pop37,0,0
200,pop38,10,2.0
200,pop39,0,0
200,pop40,10,1.0
200,pop41,0,0
200,pop42,10,0.0
200,pop43,0,0
200,pop44,10,9.0
200,pop45,10,8.0
200,pop46,0,0
200,pop47,10,4.0
200,pop48,0,0
200,pop49,0,0
200,pop50,10,9.0
200,pop51,0,0
200,pop52,10,9.0
200,pop53,0,0
200,pop54,10,2.0
200,pop55,0,0
200,pop56,0,0
200,pop57,0,0
300,pop0,0,0
300,pop1,0,0
300,pop2,10,9.0
300,pop3,10,8.0
300,pop4,10,0.0
300,pop5,10,7.0
300,pop6,10,0.0
300,pop7,10,0.0
300,pop8,0,0
300,pop9,0,0
300,pop10,0,0
300,pop11,50,17.0
300,pop12,10,6.0
300,pop13,0,0
300,pop14,0,0
300,pop15,50,0.0
300,pop16,0,0
300,pop17,10,5.0
300,pop18,10,7.0
300,pop19,0,0
300,pop20,0,0
300,pop21,50,15.0
300,pop22,50,42.0
300,pop23,10,10.0
300,pop24,0,0
300,pop25,0,0
300,pop26,50,23.0
300,pop27,10,9.0
300,pop28,50,7.0
300,pop29,10,0.0
300,pop30,10,8.0
300,pop31,10,6.0
300,pop32,10,10.0
300,pop33,10,0.0
300,pop34,0,0
300,pop35,10,6.0
300,pop36,0,0
300,pop37,0,0
300,pop38,10,6.0
300,pop39,0,0
300,pop40,10,4.0
300,pop41,0,0
300,pop42,10,1.0
300,pop43,0,0
300,pop44,10,9.0
300,pop45,10,5.0
300,pop46,0,0
300,pop47,10,4.0
300,pop48,0,0
300,pop49,0,0
300,pop50,10,6.0
300,pop51,0,0
300,pop52,10,9.0
300,pop53,0,0
300,pop54,10,7.0
300,pop55,0,0
300,pop56,0,0
300,pop57,0,0
