time,node,decisions
1000,pop0,251
1000,pop1,318
1000,pop2,341
1000,pop3,274
1000,pop4,188
1000,pop5,12
1000,pop6,72
1000,pop7,82
1000,pop8,626
1000,pop9,1296
1000,pop10,159
1000,pop11,117
1000,pop12,626
1000,pop13,125
1000,pop14,678
1000,pop15,61
1000,pop16,113
1000,pop17,812
1000,pop18,308
1000,pop19,472
1000,pop20,921
1000,pop21,44
1000,pop22,614
1000,pop23,74
1000,pop24,22
1000,pop25,260
1000,pop26,97
1000,pop27,551
1000,pop28,760
1000,pop29,275
1000,pop30,469
1000,pop31,602
1000,pop32,609
1000,pop33,625
1000,pop34,591
1000,pop35,1189
1000,pop36,62
1000,pop37,587
1000,pop38,182
1000,pop39,892
1000,pop40,567
1000,pop41,714
1000,pop42,36
1000,pop43,88
1000,pop44,822
1000,pop45,1192
1000,pop46,2267
1000,pop47,405
1000,pop48,1164
1000,pop49,67
1000,pop50,2426
1000,pop51,3511
1000,pop52,2086
1000,pop53,2905
1000,pop54,226
1000,pop55,307
1000,pop56,1083
1000,pop57,59
