time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,18,0,0,18,0,0,0,2.5555555555555554,0,0.0,0,0,0.0,0.0
100,422,176,94,152,11.03547909701968,34.67354460306267,4.948582968331712,2.6208530805687205,6.668437832093518,14.869668246445498,22.318181818181817,17.511363636363637,0.21994892618088235,0.05234294536264533
200,807,481,194,132,11.343044102090634,38.6784079691592,4.9940229528286695,2.641883519206939,6.828203950390446,18.42007434944238,25.81912681912682,19.303534303534303,0.23521312005407916,0.05775268129838771
300,1209,754,314,141,11.694809566809655,39.60299528632436,4.9972841576082985,2.6484698097601322,6.88353532367721,19.261373035566585,26.56896551724138,19.71087533156499,0.23975126558804646,0.059983173659713264
400,1603,1033,434,136,12.071299249878482,39.78611396203917,5.000753601422625,2.6550218340611353,6.9104084321475625,19.631940112289456,26.73572120038722,19.841239109390127,0.23916862353055457,0.06008438788218783
500,1986,1319,541,126,11.964983796516412,39.58611162057947,5.0131378349246205,2.6535750251762336,6.881675392670157,19.854984894259818,26.502653525398028,19.730856709628508,0.23849521950099342,0.059660474508790536
600,2404,1601,664,139,12.027299157338996,39.678323906772924,5.011606747625942,2.653078202995008,6.9101579481234605,19.836522462562396,26.57214241099313,19.8369768894441,0.24133724370842424,0.059873039564027605
700,2794,1870,790,134,12.000000404398648,39.54748277092007,5.008550553961292,2.6535433070866143,6.91562228564338,19.94738725841088,26.475935828877006,19.801604278074866,0.2415390736584386,0.0598743929810238
800,3222,2191,904,127,12.031677739347673,39.589006621592475,5.018414097223883,2.654252017380509,6.918921809819232,20.076039726877717,26.501597444089455,19.816065723413967,0.24177623799421977,0.06003839261656919
900,3620,2486,1011,123,11.843129199446405,39.57025391456526,5.015668091352279,2.6604972375690608,6.905257186081695,20.174033149171272,26.4549477071601,19.766291230893,0.241448857242881,0.05994027822926832
1000,4014,2761,1123,130,11.893589277320155,39.6484346165273,5.0167008858043305,2.6626806178375686,6.909392829770927,20.21350274040857,26.519739224918506,19.77544367982615,0.24194128911795879,0.06009607388740446
