time,node,sf
100,pop32,a
100,pop32,c
100,pop32,d
100,pop32,b
100,pop32,e
100,pop12,d
100,pop12,b
100,pop12,e
100,pop12,a
100,pop12,c
100,pop34,b
100,pop34,a
100,pop34,c
100,pop34,e
100,pop34,d
100,pop31,a
100,pop31,c
100,pop31,b
100,pop42,a
100,pop42,b
100,pop42,e
100,pop42,c
100,pop42,d
100,pop47,a
100,pop47,d
100,pop47,c
100,pop47,b
100,pop47,e
100,pop33,a
100,pop33,b
100,pop33,c
100,pop33,e
100,pop33,d
100,pop28,a
100,pop28,b
100,pop28,e
100,pop28,c
100,pop28,d
100,pop39,c
100,pop39,e
100,pop39,a
100,pop39,b
100,pop39,d
100,pop1,b
100,pop1,d
100,pop1,e
100,pop1,a
100,pop1,c
100,pop10,a
100,pop10,c
100,pop10,b
100,pop10,d
100,pop10,e
100,pop53,b
100,pop53,c
100,pop53,d
100,pop53,a
100,pop45,c
100,pop45,d
100,pop45,a
100,pop45,e
100,pop45,b
100,pop16,a
100,pop16,c
100,pop16,b
100,pop35,b
100,pop35,c
100,pop35,a
100,pop35,d
100,pop19,c
100,pop19,d
100,pop19,e
100,pop19,b
100,pop19,a
100,pop44,c
100,pop37,d
100,pop37,e
100,pop37,a
100,pop37,b
100,pop17,b
100,pop17,c
100,pop17,a
100,pop50,d
100,pop50,e
100,pop50,b
100,pop51,a
100,pop51,b
100,pop51,c
200,pop32,e
200,pop32,b
200,pop32,a
200,pop32,c
200,pop12,d
200,pop12,c
200,pop12,b
200,pop12,e
200,pop12,a
200,pop34,a
200,pop34,b
200,pop34,d
200,pop34,e
200,pop34,c
200,pop31,a
200,pop31,c
200,pop31,b
200,pop31,d
200,pop42,a
200,pop42,e
200,pop42,b
200,pop42,c
200,pop42,d
200,pop47,a
200,pop47,b
200,pop47,e
200,pop47,d
200,pop47,c
200,pop33,d
200,pop33,e
200,pop33,a
200,pop33,c
200,pop33,b
200,pop28,a
200,pop28,b
200,pop28,c
200,pop28,d
200,pop28,e
200,pop39,b
200,pop39,e
200,pop39,a
200,pop39,d
200,pop39,c
200,pop1,c
200,pop1,d
200,pop1,a
200,pop1,b
200,pop1,e
200,pop10,b
200,pop10,c
200,pop10,d
200,pop10,a
200,pop10,e
200,pop53,a
200,pop53,b
200,pop53,c
200,pop45,c
200,pop45,a
200,pop45,b
200,pop16,c
200,pop16,d
200,pop16,e
200,pop35,c
200,pop35,a
200,pop35,b
200,pop35,e
200,pop19,c
200,pop19,d
200,pop19,a
200,pop19,b
200,pop19,e
200,pop44,e
200,pop44,b
200,pop44,a
200,pop37,b
200,pop37,e
200,pop37,c
200,pop17,a
200,pop17,c
200,pop17,b
200,pop50,b
200,pop50,c
200,pop51,b
200,pop51,a
200,pop51,c
