time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,17,0,0,17,0,0,0,2.7058823529411766,0,0.0,0,0,0.0,0.0
100,389,243,0,146,0,35.43399143059097,4.952469902929735,2.652956298200514,4.596958174904943,18.64781491002571,22.51851851851852,15.843621399176955,0.3121403836292102,0.07437284883858411
200,774,615,7,152,21.45135399151298,37.32573213358753,4.955978667487769,2.63953488372093,4.6,21.989664082687337,24.339837398373984,16.87479674796748,0.33163565412880924,0.0840007696430779
300,1175,974,11,190,21.46244117547802,38.10936730116403,4.9688348474689965,2.6493617021276594,4.621766879408801,23.419574468085106,25.01334702258727,16.869609856262834,0.3371619003333115,0.09056746288364474
400,1562,1380,11,171,21.46244117547802,39.40166842672968,4.961517981185379,2.6536491677336747,4.641183431952663,25.10755441741357,26.22753623188406,16.93913043478261,0.3440462652992725,0.09562333738279939
500,1927,1770,11,146,21.46244117547802,39.784675360367494,4.967751922225969,2.6533471717695902,4.640619101547754,25.51738453554748,26.63502824858757,16.97683615819209,0.3425309585067964,0.09522076800742245
600,2295,2128,11,156,21.46244117547802,39.94636709146589,4.969467937747548,2.6570806100217865,4.628513429106809,25.830936819172113,26.75610902255639,17.085996240601503,0.3403267371319718,0.09533563411889164
700,2688,2498,11,179,21.46244117547802,40.18808947508999,4.968585641269199,2.6558779761904763,4.652591423309655,26.316220238095237,26.990392313851082,17.07686148919135,0.34214263392706085,0.09769433628387798
800,3081,2910,11,160,21.46244117547802,40.37654153198997,4.966613549974989,2.6566049983771505,4.650877092737558,26.418370658876988,27.173883161512027,17.085910652920962,0.34169178118653193,0.09791908024266968
900,3460,3280,15,165,26.06851798136694,40.39051579335619,4.967056845923366,2.6566473988439308,4.662162162162162,26.722543352601157,27.202743902439025,17.09481707317073,0.3406432039579522,0.09882155421298226
1000,3829,3655,16,158,26.064235607531508,40.57991757932487,4.969418102840032,2.655001305823975,4.663652802893309,26.941760250718204,27.398632010943913,17.133789329685364,0.3412062352039098,0.09993573552485364
