time,node,decisions
1000,pop0,720
1000,pop1,1631
1000,pop2,697
1000,pop3,951
1000,pop4,301
1000,pop5,192
1000,pop6,281
1000,pop7,924
1000,pop8,317
1000,pop9,654
1000,pop10,561
1000,pop11,1082
1000,pop12,730
1000,pop13,197
1000,pop14,481
1000,pop15,537
1000,pop16,1973
1000,pop17,950
1000,pop18,90
1000,pop19,675
1000,pop20,101
1000,pop21,421
1000,pop22,475
1000,pop23,1282
1000,pop24,479
1000,pop25,561
1000,pop26,74
1000,pop27,370
1000,pop28,312
1000,pop29,88
1000,pop30,1058
1000,pop31,306
1000,pop32,83
1000,pop33,723
1000,pop34,314
1000,pop35,256
1000,pop36,234
1000,pop37,53
1000,pop38,64
1000,pop39,128
1000,pop40,609
1000,pop41,1023
1000,pop42,967
1000,pop43,1418
1000,pop44,1740
1000,pop45,973
1000,pop46,940
1000,pop47,588
1000,pop48,2619
1000,pop49,732
1000,pop50,7472
1000,pop51,5875
1000,pop52,4580
1000,pop53,6117
1000,pop54,227
1000,pop55,625
1000,pop56,1154
1000,pop57,989
