time,node,decisions
1000,pop0,0
1000,pop1,1
1000,pop2,1188
1000,pop3,1125
1000,pop4,419
1000,pop5,308
1000,pop6,823
1000,pop7,521
1000,pop8,538
1000,pop9,536
1000,pop10,143
1000,pop11,441
1000,pop12,614
1000,pop13,0
1000,pop14,584
1000,pop15,564
1000,pop16,267
1000,pop17,1364
1000,pop18,342
1000,pop19,136
1000,pop20,3523
1000,pop21,224
1000,pop22,642
1000,pop23,225
1000,pop24,803
1000,pop25,763
1000,pop26,423
1000,pop27,421
1000,pop28,970
1000,pop29,1030
1000,pop30,0
1000,pop31,1101
1000,pop32,330
1000,pop33,423
1000,pop34,798
1000,pop35,250
1000,pop36,687
1000,pop37,112
1000,pop38,255
1000,pop39,381
1000,pop40,708
1000,pop41,1291
1000,pop42,40
1000,pop43,164
1000,pop44,709
1000,pop45,1214
1000,pop46,128
1000,pop47,142
1000,pop48,0
1000,pop49,460
1000,pop50,481
1000,pop51,2162
1000,pop52,0
1000,pop53,3
1000,pop54,132
1000,pop55,0
1000,pop56,197
1000,pop57,671
1000,pop58,925
1000,pop59,144
1000,pop60,8
1000,pop61,1284
1000,pop62,2155
1000,pop63,741
1000,pop64,1170
1000,pop65,231
1000,pop66,354
1000,pop67,342
1000,pop68,0
1000,pop69,1
1000,pop70,1633
1000,pop71,376
1000,pop72,1371
1000,pop73,372
1000,pop74,0
1000,pop75,273
1000,pop76,231
1000,pop77,482
1000,pop78,995
1000,pop79,3
1000,pop80,3
1000,pop81,1271
1000,pop82,705
1000,pop83,1185
1000,pop84,237
1000,pop85,621
1000,pop86,2
1000,pop87,1804
1000,pop88,736
1000,pop89,573
1000,pop90,49
1000,pop91,5
1000,pop92,127
1000,pop93,419
1000,pop94,1774
1000,pop95,169
1000,pop96,8
1000,pop97,136
1000,pop98,841
1000,pop99,632
1000,pop100,413
1000,pop101,299
1000,pop102,449
1000,pop103,767
1000,pop104,134
1000,pop105,916
1000,pop106,596
1000,pop107,709
1000,pop108,416
1000,pop109,6
1000,pop110,719
1000,pop111,49
1000,pop112,554
1000,pop113,314
1000,pop114,697
1000,pop115,566
1000,pop116,1285
1000,pop117,1695
1000,pop118,200
1000,pop119,186
1000,pop120,602
1000,pop121,904
1000,pop122,110
1000,pop123,2854
1000,pop124,3141
1000,pop125,3597
1000,pop126,495
1000,pop127,458
1000,pop128,1115
1000,pop129,815
1000,pop130,1410
1000,pop131,4045
1000,pop132,1631
1000,pop133,698
1000,pop134,239
1000,pop135,365
1000,pop136,213
1000,pop137,166
1000,pop138,167
1000,pop139,184
1000,pop140,2806
1000,pop141,3993
1000,pop142,1422
1000,pop143,0
1000,pop144,3632
1000,pop145,615
1000,pop146,635
1000,pop147,230
1000,pop148,91
