time,node,decisions
1000,pop0,1098
1000,pop1,1397
1000,pop2,1203
1000,pop3,1781
1000,pop4,824
1000,pop5,502
1000,pop6,702
1000,pop7,1432
1000,pop8,38
1000,pop9,904
1000,pop10,1629
1000,pop11,515
1000,pop12,644
1000,pop13,234
1000,pop14,1808
1000,pop15,740
1000,pop16,797
1000,pop17,1179
1000,pop18,302
1000,pop19,236
1000,pop20,463
1000,pop21,1118
1000,pop22,736
1000,pop23,1227
1000,pop24,506
1000,pop25,915
1000,pop26,962
1000,pop27,1544
1000,pop28,785
1000,pop29,650
1000,pop30,1138
1000,pop31,880
1000,pop32,1023
1000,pop33,1427
1000,pop34,951
1000,pop35,907
1000,pop36,1829
1000,pop37,648
1000,pop38,534
1000,pop39,764
1000,pop40,595
1000,pop41,1058
1000,pop42,659
1000,pop43,1145
1000,pop44,1782
1000,pop45,1512
1000,pop46,1424
1000,pop47,903
1000,pop48,2331
1000,pop49,568
1000,pop50,4652
1000,pop51,5131
1000,pop52,5485
1000,pop53,4442
1000,pop54,314
1000,pop55,1199
1000,pop56,2460
1000,pop57,660
