time,node,decisions
1000,pop0,251
1000,pop1,877
1000,pop2,11
1000,pop3,701
1000,pop4,42
1000,pop5,1
1000,pop6,41
1000,pop7,517
1000,pop8,273
1000,pop9,290
1000,pop10,22
1000,pop11,71
1000,pop12,227
1000,pop13,295
1000,pop14,1067
1000,pop15,697
1000,pop16,19
1000,pop17,21
1000,pop18,270
1000,pop19,85
1000,pop20,44
1000,pop21,35
1000,pop22,329
1000,pop23,732
1000,pop24,349
1000,pop25,171
1000,pop26,648
1000,pop27,1276
1000,pop28,290
1000,pop29,52
1000,pop30,1060
1000,pop31,0
1000,pop32,62
1000,pop33,41
1000,pop34,71
1000,pop35,296
1000,pop36,16
1000,pop37,14
1000,pop38,868
1000,pop39,987
1000,pop40,7
1000,pop41,60
1000,pop42,33
1000,pop43,253
1000,pop44,1082
1000,pop45,276
1000,pop46,1035
1000,pop47,19
1000,pop48,425
1000,pop49,23
1000,pop50,3141
1000,pop51,2931
1000,pop52,3284
1000,pop53,2349
1000,pop54,55
1000,pop55,844
1000,pop56,317
1000,pop57,1
