time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,20,0,0,20,0,0,0,2.65,0,0.0,0,0,0.0,0.0
100,445,269,0,176,0,33.78035302602736,4.977700688634826,2.6337078651685393,5.44,17.114606741573034,20.780669144981413,14.353159851301115,0.25962208537867504,0.0753140617191403
200,867,668,0,199,0,36.61586371171898,5.024738956470096,2.643598615916955,5.501794093292851,22.990772779700116,23.417664670658684,14.736526946107784,0.29628029573379566,0.09649426116308639
300,1309,1105,1,203,24.68565292585791,37.27491780217155,4.999504201596727,2.6562261268143623,5.4690444145356665,24.834224598930483,24.065158371040724,14.689592760180995,0.29929078533479153,0.10214393801828045
400,1750,1543,1,206,24.68565292585791,37.72190685732535,4.993872148509119,2.657142857142857,5.414634146341464,26.64,24.488658457550226,14.723266364225534,0.3136479385022244,0.11205384033076825
500,2190,1978,2,210,199.48993671665903,38.03869096168964,4.998815593017439,2.6575342465753424,5.353811859117254,27.41689497716895,24.783114256825076,14.789686552072801,0.3156183983722108,0.11564758500621122
600,2620,2409,2,209,199.48993671665903,38.04601832390736,4.997845181080004,2.65,5.3338133640553,28.27328244274809,24.779161477791614,14.929016189290161,0.3178330805576845,0.11948847456922626
700,3060,2860,3,197,285.7083902922804,38.414767923077655,5.009336640163637,2.6519607843137254,5.322811623605227,29.151960784313726,25.154545454545456,15.008391608391609,0.3206065017682208,0.12344659942740308
800,3504,3294,6,204,323.34571826907944,38.391432243094776,5.0094489302375935,2.6506849315068495,5.297629454414563,29.401541095890412,25.11627200971463,15.010625379477839,0.3201402654237374,0.12482772335345373
900,3948,3735,6,207,323.34571826907944,38.413620948254206,5.012767148714326,2.655775075987842,5.280996940795394,29.73302938196555,25.121552878179383,15.013922356091031,0.32237041171424274,0.12668439092814482
1000,4346,4150,6,190,323.34571826907944,38.565706920527134,5.004621446108993,2.659226875287621,5.281801020203237,30.257938334100324,25.25734939759036,15.11566265060241,0.321364990231069,0.1280105135441143
