time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,15,0,0,15,0,0,0,2.8666666666666667,0,0.0,0,0,0.0,0.0
100,364,232,0,132,0,35.21503785518351,5.018704572325771,2.6373626373626373,4.592134013109978,17.321428571428573,22.150862068965516,17.745689655172413,0.19751393629939812,0.054484007147817884
200,679,574,0,105,0,36.42359962899497,5.02295804807845,2.634756995581738,4.616543764026932,21.20618556701031,23.209059233449477,18.777003484320556,0.2133673920012186,0.0633201066186628
300,1006,876,0,130,0,36.63411039489164,5.019070649390443,2.6640159045725644,4.6504396311387515,21.555666003976143,23.318493150684933,18.957762557077626,0.21262775886168317,0.06319896562775135
400,1335,1207,0,128,0,36.72765075894094,5.013826023664936,2.6711610486891386,4.657760814249364,21.938576779026217,23.345484672742337,19.111847555923777,0.214673296596317,0.06344233558553684
500,1648,1528,0,120,0,36.40976723722229,5.008445544255504,2.6735436893203883,4.643102789453573,22.119538834951456,23.031413612565444,18.87434554973822,0.21178742095429465,0.06264539350222845
600,1977,1851,0,126,0,36.454781729522196,5.006677963718874,2.6783004552352048,4.648328396106644,22.223571067273646,23.062128579146407,18.91085899513776,0.2104003447867027,0.06239293927074264
700,2302,2187,0,115,0,36.50401341933186,5.005260731869866,2.672024326672459,4.657302359085179,22.46915725456125,23.131229995427525,18.891175125743025,0.21103110349847765,0.06269063968196636
800,2607,2481,0,126,0,36.58052890553135,5.001577661547939,2.677023398542386,4.665899166335848,22.542002301495973,23.197097944377266,18.933897621926643,0.2088079248646718,0.06229276721435257
900,2935,2811,0,124,0,36.667280459939796,4.994584338405099,2.678364565587734,4.663475648102858,22.73901192504259,23.29989327641409,18.975453575240127,0.21023593507819224,0.06312525846490301
1000,3279,3146,0,133,0,36.66387118044671,4.999650015692442,2.678560536749009,4.651380732225415,22.705093016163463,23.27177368086459,18.925619834710744,0.21314007650242228,0.06374900268060707
