time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,12,0,0,12,0,0,0,2.6666666666666665,0,0.0,0,0,0.0,0.0
100,266,158,0,108,0,38.95366262792645,5.020801904220131,2.6353383458646618,5.279396984924623,19.74812030075188,25.848101265822784,21.911392405063292,0.1932703248023971,0.05543486505757222
200,526,413,0,113,0,41.212039739366446,5.0043802285272685,2.655893536121673,5.5335073977371625,24.174904942965778,28.031476997578693,23.14769975786925,0.2056159621802006,0.061599276974415924
300,808,685,0,123,0,41.11635619028231,5.005673722848586,2.6683168316831685,5.5544985050285405,25.290841584158414,27.804379562043795,22.77956204379562,0.21492315887250324,0.06464474643821973
400,1075,952,0,123,0,41.12801771851682,5.001887002444497,2.6511627906976742,5.564265817747712,26.014883720930232,27.839285714285715,22.767857142857142,0.2144762370587843,0.06496073476264239
500,1312,1208,0,104,0,41.22575594152368,4.991342818611964,2.653963414634146,5.576081749960083,26.618140243902438,27.989238410596027,22.803807947019866,0.21205684040720207,0.06413049781484394
600,1589,1460,3,126,18.344479742363152,41.17814941912657,4.996986285208168,2.6626809314033983,5.571767810026385,26.578980490874763,27.90068493150685,22.733561643835618,0.21081039501766388,0.06383715432500128
700,1870,1738,4,128,13.758359806772365,41.56597070684063,4.993704284984492,2.663101604278075,5.559228351576894,27.43048128342246,28.28481012658228,22.799194476409667,0.21422379812354728,0.06742143197597589
800,2172,2038,4,130,13.758359806772365,42.00617240486076,4.998699230599351,2.66804788213628,5.543740368053667,28.15515653775322,28.691854759568205,22.757605495583906,0.2191676975242746,0.07169611284064684
900,2431,2315,4,112,13.758359806772365,42.805383564277086,5.006233960461505,2.6692719045660223,5.541795911874652,28.661867544220485,29.458315334773218,22.71965442764579,0.2197837328117667,0.07226906793150994
1000,2681,2569,4,108,13.758359806772365,43.00401986227378,5.004062420340409,2.671018276762402,5.537648235462209,28.913092129802312,29.6449980537174,22.80108991825613,0.21981759313543656,0.07255397873635858
