time,node,sf
100,pop5,e
100,pop5,b
100,pop5,a
100,pop5,d
100,pop8,d
100,pop8,e
100,pop8,c
100,pop8,a
100,pop12,c
100,pop12,d
100,pop12,e
100,pop12,a
100,pop24,b
100,pop24,a
100,pop24,c
100,pop52,b
100,pop52,c
100,pop52,e
100,pop52,a
100,pop51,a
100,pop10,b
100,pop50,c
100,pop14,c
100,pop14,b
100,pop14,a
100,pop48,c
100,pop48,e
100,pop3,c
100,pop56,c
200,pop5,a
200,pop5,b
200,pop5,c
200,pop8,a
200,pop8,b
200,pop8,c
200,pop12,b
200,pop12,a
200,pop12,c
200,pop24,b
200,pop24,a
200,pop24,c
200,pop52,a
200,pop52,e
200,pop51,e
200,pop51,b
200,pop51,c
200,pop10,b
200,pop50,e
200,pop50,b
200,pop50,c
200,pop50,a
200,pop14,c
200,pop44,a
200,pop3,e
200,pop56,c
200,pop21,c
200,pop17,e
300,pop5,d
300,pop5,e
300,pop5,a
300,pop5,b
300,pop5,c
300,pop8,e
300,pop8,a
300,pop8,c
300,pop8,b
300,pop12,d
300,pop12,b
300,pop12,c
300,pop12,e
300,pop24,e
300,pop24,d
300,pop24,a
300,pop24,b
300,pop24,c
300,pop52,e
300,pop52,b
300,pop51,b
300,pop51,a
300,pop51,c
300,pop10,b
300,pop10,c
300,pop10,a
300,pop50,c
300,pop50,b
300,pop14,a
300,pop3,c
300,pop16,c
300,pop43,b
300,pop43,c
300,pop11,e
400,pop5,a
400,pop5,c
400,pop5,b
400,pop5,e
400,pop8,b
400,pop8,e
400,pop8,a
400,pop12,e
400,pop12,d
400,pop12,b
400,pop12,c
400,pop12,a
400,pop24,c
400,pop24,b
400,pop24,a
400,pop52,b
400,pop14,a
400,pop37,c
500,pop5,b
500,pop5,d
500,pop5,a
500,pop5,e
500,pop8,b
500,pop8,a
500,pop8,c
500,pop8,d
500,pop8,e
500,pop12,b
500,pop12,a
500,pop24,b
500,pop24,a
500,pop24,e
500,pop24,c
500,pop24,d
500,pop52,a
500,pop51,e
500,pop51,c
500,pop51,b
500,pop51,d
500,pop51,a
500,pop10,a
500,pop10,e
500,pop10,c
500,pop50,c
500,pop50,a
500,pop14,c
500,pop48,b
600,pop5,c
600,pop5,d
600,pop8,a
600,pop8,b
600,pop8,e
600,pop8,d
600,pop8,c
600,pop12,a
600,pop12,c
600,pop12,b
600,pop12,d
600,pop24,c
600,pop24,b
600,pop24,a
600,pop24,d
600,pop52,b
600,pop52,e
600,pop51,a
600,pop51,c
600,pop51,d
600,pop10,b
600,pop10,e
600,pop10,c
600,pop50,c
600,pop23,d
600,pop23,e
600,pop14,a
600,pop14,b
600,pop14,c
600,pop33,c
700,pop5,c
700,pop5,b
700,pop5,a
700,pop8,b
700,pop8,c
700,pop8,d
700,pop8,a
700,pop8,e
700,pop12,a
700,pop12,d
700,pop12,c
700,pop12,e
700,pop12,b
700,pop24,d
700,pop24,c
700,pop24,e
700,pop24,a
700,pop24,b
700,pop52,d
700,pop51,e
700,pop51,c
700,pop10,a
700,pop50,a
700,pop50,c
700,pop23,b
700,pop23,c
700,pop14,b
700,pop53,c
700,pop3,c
800,pop5,d
800,pop5,a
800,pop5,b
800,pop5,c
800,pop8,b
800,pop8,a
800,pop8,e
800,pop8,c
800,pop12,a
800,pop12,e
800,pop12,b
800,pop12,d
800,pop12,c
800,pop24,b
800,pop24,a
800,pop24,c
800,pop24,d
800,pop52,c
800,pop52,a
800,pop52,b
800,pop51,a
800,pop51,b
800,pop10,e
800,pop10,b
800,pop50,c
800,pop50,e
800,pop14,b
800,pop14,e
800,pop14,d
800,pop14,a
800,pop14,c
800,pop44,e
800,pop44,c
800,pop37,a
800,pop33,e
900,pop5,c
900,pop5,a
900,pop5,d
900,pop8,b
900,pop8,a
900,pop8,c
900,pop12,e
900,pop12,b
900,pop12,a
900,pop12,c
900,pop12,d
900,pop24,b
900,pop24,a
900,pop24,c
900,pop52,b
900,pop51,c
900,pop10,b
900,pop10,a
900,pop50,e
900,pop14,a
900,pop14,c
1000.0,pop5,a
1000.0,pop5,d
1000.0,pop5,c
1000.0,pop5,e
1000.0,pop5,b
1000.0,pop8,b
1000.0,pop8,a
1000.0,pop8,d
1000.0,pop8,c
1000.0,pop12,a
1000.0,pop12,c
1000.0,pop12,b
1000.0,pop12,d
1000.0,pop24,d
1000.0,pop24,e
1000.0,pop52,b
1000.0,pop52,a
1000.0,pop52,c
1000.0,pop52,d
1000.0,pop51,b
1000.0,pop14,a
1000.0,pop14,c
1000.0,pop14,b
1000.0,pop56,a
1000.0,pop56,c
