time,node,decisions
1000,pop0,14
1000,pop1,628
1000,pop2,731
1000,pop3,0
1000,pop4,0
1000,pop5,3
1000,pop6,230
1000,pop7,1490
1000,pop8,0
1000,pop9,0
1000,pop10,217
1000,pop11,245
1000,pop12,613
1000,pop13,0
1000,pop14,722
1000,pop15,1130
1000,pop16,712
1000,pop17,476
1000,pop18,13
1000,pop19,715
1000,pop20,1174
1000,pop21,246
1000,pop22,914
1000,pop23,503
1000,pop24,683
1000,pop25,847
1000,pop26,0
1000,pop27,577
1000,pop28,1037
1000,pop29,212
1000,pop30,1188
1000,pop31,141
1000,pop32,1304
1000,pop33,223
1000,pop34,592
1000,pop35,795
1000,pop36,584
1000,pop37,0
1000,pop38,13
1000,pop39,13
1000,pop40,485
1000,pop41,736
1000,pop42,0
1000,pop43,733
1000,pop44,436
1000,pop45,219
1000,pop46,1954
1000,pop47,0
1000,pop48,698
1000,pop49,13
1000,pop50,2326
1000,pop51,2550
1000,pop52,2870
1000,pop53,1265
1000,pop54,224
1000,pop55,545
1000,pop56,874
1000,pop57,221
