time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,24,0,0,24,0,0,0,2.5833333333333335,0,0.0,0,0,0.0,0.0
100,549,139,217,193,14.74744921179243,40.5414124832535,4.960075395029089,2.6794171220400727,7.059058260175578,16.11111111111111,27.762589928057555,18.87769784172662,0.34015419564955146,0.07590913481380017
200,1098,444,475,179,14.912545649186583,47.23128578132039,4.991624456106096,2.6593806921675776,7.353856124432923,20.66848816029144,34.054054054054056,21.23873873873874,0.3778410995641947,0.09075184667136726
300,1615,725,707,183,15.111660441873939,47.698578048351045,4.997971486177103,2.668730650154799,7.326073428749222,21.86934984520124,34.57103448275862,22.209655172413793,0.38018923069869864,0.09241759782129792
400,2151,1021,938,192,15.22050424211025,47.67792465457671,4.996341311279728,2.6610878661087867,7.358067956727107,22.450488145048816,34.47404505386876,22.07443682664055,0.38058643832250294,0.09333168627407402
500,2682,1325,1161,196,15.632410997714487,47.787192703919985,5.011090930458864,2.663683818046234,7.369972550423678,23.024981357196122,34.59320754716981,22.342641509433964,0.38306587470836434,0.09401440395006379
600,3220,1635,1399,186,15.598603316192662,47.89786891944594,5.009336042091739,2.6614906832298137,7.377547021943574,23.388198757763973,34.73639143730887,22.399388379204893,0.3896974462213836,0.09531468005728119
700,3753,1945,1628,180,15.545843831297136,47.93414972390972,5.0058491535424485,2.658140154543032,7.392094992941958,23.72049027444711,34.82982005141388,22.347557840616968,0.39144309143148887,0.09631882963140363
800,4322,2253,1884,185,15.385059025274042,47.944706490883064,5.005741395053216,2.6626561776955113,7.409795681785249,23.66265617769551,34.82822902796271,22.38393253439858,0.39085618632206676,0.09599209775684271
900,4882,2532,2145,205,15.436471375331815,47.902683465957075,5.003400066600365,2.666939778779189,7.405290869397714,23.62351495288816,34.78712480252764,22.381121642969983,0.392417430727914,0.0965269355560087
1000,5406,2855,2370,181,15.5017843564491,48.10130055051622,5.005558570479498,2.6692563817980024,7.417349452816135,23.946540880503143,34.96217162872154,22.504028021015763,0.3977392359221447,0.09797053005993292
