time,node,decisions
1000,pop0,232
1000,pop1,520
1000,pop2,297
1000,pop3,175
1000,pop4,731
1000,pop5,556
1000,pop6,356
1000,pop7,441
1000,pop8,74
1000,pop9,0
1000,pop10,462
1000,pop11,486
1000,pop12,0
1000,pop13,0
1000,pop14,464
1000,pop15,0
1000,pop16,1031
1000,pop17,652
1000,pop18,2
1000,pop19,672
1000,pop20,222
1000,pop21,686
1000,pop22,981
1000,pop23,1064
1000,pop24,98
1000,pop25,334
1000,pop26,32
1000,pop27,366
1000,pop28,0
1000,pop29,0
1000,pop30,1035
1000,pop31,650
1000,pop32,255
1000,pop33,1131
1000,pop34,641
1000,pop35,1422
1000,pop36,255
1000,pop37,271
1000,pop38,2
1000,pop39,39
1000,pop40,513
1000,pop41,237
1000,pop42,271
1000,pop43,563
1000,pop44,771
1000,pop45,233
1000,pop46,1049
1000,pop47,895
1000,pop48,1045
1000,pop49,1044
1000,pop50,4023
1000,pop51,3083
1000,pop52,917
1000,pop53,1408
1000,pop54,375
1000,pop55,2752
1000,pop56,1139
1000,pop57,340
