flow,node,dec_count,dec_time_avg,dec_time_std
1,global,2,0.38788485527038574,0.04549908638000488
2,global,1,0.3568837642669678,0.0
3,global,2,0.3585350513458252,0.004449129104614258
4,global,2,0.39607179164886475,0.037827372550964355
5,global,1,0.36545848846435547,0.0
6,global,1,0.36164188385009766,0.0
7,global,1,0.3696749210357666,0.0
8,global,1,0.36379384994506836,0.0
9,global,1,0.3615908622741699,0.0
10,global,1,0.3583502769470215,0.0
11,global,1,0.3302912712097168,0.0
12,global,2,0.3656197786331177,0.00872504711151123
13,global,3,0.3402450879414876,0.010288496640124696
14,global,1,0.3686690330505371,0.0
15,global,1,0.36548590660095215,0.0
16,global,3,0.3742534319559733,0.014281983452514399
17,global,1,0.3972909450531006,0.0
18,global,1,0.3750574588775635,0.0
19,global,1,0.36678409576416016,0.0
20,global,2,0.3883155584335327,0.014695525169372559
21,global,1,0.35944080352783203,0.0
22,global,1,0.38062286376953125,0.0
23,global,4,0.46381139755249023,0.039252358241277166
24,global,1,0.33177852630615234,0.0
25,global,1,0.37802982330322266,0.0
26,global,2,0.4005235433578491,0.01107323169708252
27,global,2,0.38879406452178955,0.00579679012298584
28,global,1,0.4058842658996582,0.0
29,global,1,0.3617269992828369,0.0
30,global,1,0.37195301055908203,0.0
31,global,1,0.36722564697265625,0.0
32,global,1,0.3657357692718506,0.0
33,global,2,0.3087078332901001,0.06103789806365967
34,global,1,0.4134218692779541,0.0
35,global,1,0.33586692810058594,0.0
36,global,1,0.3733556270599365,0.0
37,global,1,0.33524441719055176,0.0
38,global,1,0.3742990493774414,0.0
39,global,2,0.4041982889175415,0.007248282432556152
40,global,1,0.33103013038635254,0.0
41,global,1,0.3345370292663574,0.0
42,global,2,0.3926074504852295,0.04979515075683594
43,global,1,0.3752124309539795,0.0
44,global,3,0.3518486022949219,0.01378574871796794
45,global,2,0.40995728969573975,0.022845864295959473
46,global,2,0.4112839698791504,0.006803274154663086
47,global,1,0.2526407241821289,0.0
48,global,2,0.3203308582305908,0.12645745277404785
49,global,1,0.22582149505615234,0.0
50,global,1,0.16924571990966797,0.0
51,global,3,0.38786498705546063,0.09169763235979052
52,global,1,0.19953036308288574,0.0
53,global,2,0.29560256004333496,0.09876894950866699
54,global,2,0.3129701614379883,0.10680341720581055
55,global,3,0.2980969746907552,0.07092887352188892
56,global,1,0.1980888843536377,0.0
57,global,1,0.20267415046691895,0.0
58,global,1,0.16551947593688965,0.0
59,global,2,0.27864110469818115,0.0802379846572876
60,global,1,0.19411849975585938,0.0
61,global,1,0.1998577117919922,0.0
62,global,2,0.3374549150466919,0.10408890247344971
63,global,1,0.20566272735595703,0.0
64,global,1,0.1971111297607422,0.0
65,global,1,0.21596288681030273,0.0
66,global,1,0.25075221061706543,0.0
67,global,1,0.4050791263580322,0.0
68,global,1,0.4241206645965576,0.0
69,global,1,0.38588690757751465,0.0
70,global,1,0.38674354553222656,0.0
71,global,2,0.43677830696105957,0.05854916572570801
72,global,1,0.33281660079956055,0.0
73,global,3,0.3440481821695964,0.00538498869322016
74,global,2,0.3567913770675659,0.019011616706848145
75,global,1,0.4145684242248535,0.0
76,global,1,0.33602404594421387,0.0
77,global,1,0.43509674072265625,0.0
78,global,1,0.40465378761291504,0.0
79,global,1,0.42250919342041016,0.0
80,global,1,0.397991418838501,0.0
81,global,1,0.4262106418609619,0.0
82,global,3,0.4562801520029704,0.026045179688178034
83,global,1,0.3949732780456543,0.0
84,global,1,0.33362817764282227,0.0
85,global,1,0.4799323081970215,0.0
86,global,1,0.3352186679840088,0.0
87,global,1,0.3929760456085205,0.0
88,global,1,0.33888864517211914,0.0
89,global,1,0.39600086212158203,0.0
90,global,4,0.3647526502609253,0.016446375382061115
91,global,1,0.41976046562194824,0.0
92,global,1,0.4127378463745117,0.0
93,global,2,0.4463062286376953,0.042012929916381836
94,global,1,0.4112699031829834,0.0
95,global,2,0.4523494243621826,0.012378692626953125
96,global,2,0.40698206424713135,0.007382035255432129
97,global,1,0.34542036056518555,0.0
98,global,1,0.4148068428039551,0.0
99,global,1,0.33928871154785156,0.0
100,global,2,0.3546549081802368,0.013926386833190918
101,global,1,0.34387803077697754,0.0
102,global,1,0.3383488655090332,0.0
103,global,1,0.41364240646362305,0.0
104,global,1,0.33852624893188477,0.0
105,global,1,0.4064798355102539,0.0
106,global,1,0.40247321128845215,0.0
107,global,1,0.3468019962310791,0.0
108,global,3,0.43543187777201336,0.02502119396450713
109,global,2,0.43194401264190674,0.014521241188049316
110,global,1,0.4256868362426758,0.0
111,global,1,0.4176967144012451,0.0
112,global,2,0.4429725408554077,0.0216444730758667
113,global,1,0.41840052604675293,0.0
114,global,1,0.4073059558868408,0.0
115,global,1,0.3538804054260254,0.0
116,global,2,0.4196815490722656,0.0020182132720947266
117,global,1,0.42594361305236816,0.0
118,global,1,0.4198269844055176,0.0
119,global,1,0.3709428310394287,0.0
120,global,1,0.4261801242828369,0.0
121,global,1,0.4326157569885254,0.0
122,global,3,0.42685619990030926,0.008805379492708742
123,global,1,0.44519567489624023,0.0
124,global,1,0.42463183403015137,0.0
125,global,1,0.4117894172668457,0.0
126,global,1,0.4107320308685303,0.0
127,global,1,0.4289677143096924,0.0
128,global,1,0.38077878952026367,0.0
129,global,2,0.5209671258926392,0.04671680927276611
130,global,1,0.40932798385620117,0.0
131,global,2,0.35142719745635986,0.000552058219909668
132,global,2,0.34257376194000244,0.0037997961044311523
133,global,1,0.445692777633667,0.0
134,global,1,0.41554832458496094,0.0
135,global,1,0.43062329292297363,0.0
136,global,2,0.4472329616546631,0.03769540786743164
137,global,2,0.33998966217041016,0.003984928131103516
138,global,1,0.4115161895751953,0.0
139,global,4,0.47401106357574463,0.04043051640472086
140,global,1,0.3386826515197754,0.0
141,global,1,0.45186901092529297,0.0
142,global,1,0.4184260368347168,0.0
143,global,1,0.42109012603759766,0.0
144,global,1,0.3429911136627197,0.0
145,global,2,0.5793999433517456,0.1510385274887085
146,global,2,0.4300699234008789,0.015921592712402344
147,global,1,0.4640378952026367,0.0
148,global,1,0.4275963306427002,0.0
149,global,1,0.3553910255432129,0.0
150,global,1,0.42565321922302246,0.0
151,global,2,0.37380218505859375,0.019245147705078125
152,global,1,0.42276978492736816,0.0
153,global,4,0.4442470669746399,0.01859120391816007
154,global,2,0.4355134963989258,0.00784611701965332
155,global,2,0.43825745582580566,0.008698701858520508
156,global,1,0.34096765518188477,0.0
157,global,1,0.42400193214416504,0.0
158,global,2,0.42803120613098145,0.019724130630493164
159,global,1,0.43077778816223145,0.0
160,global,2,0.4777369499206543,0.052398681640625
161,global,1,0.45148301124572754,0.0
162,global,1,0.428006649017334,0.0
163,global,3,0.46942822138468426,0.016122123322052886
164,global,1,0.429168701171875,0.0
165,global,1,0.4493582248687744,0.0
166,global,1,0.42108893394470215,0.0
167,global,1,0.3427395820617676,0.0
168,global,1,0.3802173137664795,0.0
169,global,2,0.43215060234069824,0.008566617965698242
170,global,2,0.48211634159088135,0.04713857173919678
171,global,1,0.4653205871582031,0.0
172,global,1,0.33853673934936523,0.0
173,global,1,0.4676501750946045,0.0
174,global,2,0.43622326850891113,0.007642269134521484
175,global,1,0.4467301368713379,0.0
176,global,2,0.4488629102706909,0.0031272172927856445
177,global,2,0.4693092107772827,0.024524569511413574
178,global,1,0.43298935890197754,0.0
179,global,1,0.5323152542114258,0.0
180,global,1,0.34632086753845215,0.0
181,global,3,0.36757222811381024,0.014227146575243913
182,global,1,0.4346787929534912,0.0
183,global,1,0.4362196922302246,0.0
184,global,1,0.4758341312408447,0.0
185,global,1,0.4257175922393799,0.0
186,global,1,0.5871412754058838,0.0
187,global,1,0.3558940887451172,0.0
188,global,1,0.3655695915222168,0.0
189,global,1,0.42879724502563477,0.0
190,global,3,0.4456827640533447,0.013785342929342298
191,global,2,0.36257410049438477,0.0030794143676757812
192,global,1,0.44004321098327637,0.0
193,global,1,0.4268949031829834,0.0
194,global,2,0.3549325466156006,0.003778696060180664
195,global,1,0.35367441177368164,0.0
196,global,1,0.4838130474090576,0.0
197,global,1,0.43633365631103516,0.0
198,global,1,0.344057559967041,0.0
199,global,1,0.34530186653137207,0.0
200,global,2,0.3470301628112793,0.0010993480682373047
201,global,1,0.35789060592651367,0.0
202,global,2,0.4369269609451294,0.0029908418655395508
203,global,1,0.3536701202392578,0.0
204,global,1,0.346635103225708,0.0
205,global,1,0.4474761486053467,0.0
206,global,1,0.4906589984893799,0.0
207,global,2,0.3587796688079834,0.017377376556396484
208,global,1,0.4646573066711426,0.0
209,global,1,0.45604896545410156,0.0
210,global,2,0.4596536159515381,0.025374889373779297
211,global,1,0.3864474296569824,0.0
212,global,5,0.49376988410949707,0.046517507105238776
213,global,1,0.35907530784606934,0.0
214,global,3,0.5002079010009766,0.030522091712433558
215,global,8,0.4929514527320862,0.05462094155028708
216,global,1,0.3873171806335449,0.0
217,global,1,0.36589860916137695,0.0
218,global,2,0.381000280380249,0.015563726425170898
219,global,1,0.3420259952545166,0.0
220,global,1,0.44035935401916504,0.0
221,global,1,0.38359546661376953,0.0
222,global,3,0.30332525571187335,0.08599808198462505
223,global,1,0.4467432498931885,0.0
224,global,3,0.44463594754536945,0.0016112661119909617
225,global,1,0.37423205375671387,0.0
226,global,1,0.37927746772766113,0.0
227,global,2,0.504015326499939,0.0695112943649292
228,global,1,0.43422555923461914,0.0
229,global,1,0.4432516098022461,0.0
230,global,1,0.4541010856628418,0.0
231,global,1,0.3487989902496338,0.0
232,global,2,0.4489102363586426,0.008106470108032227
233,global,1,0.4759955406188965,0.0
234,global,1,0.2621424198150635,0.0
235,global,3,0.3781898021697998,0.11493280426540367
236,global,2,0.35617852210998535,0.12177777290344238
237,global,1,0.31983137130737305,0.0
238,global,2,0.5139718055725098,0.059642791748046875
239,global,1,0.3551337718963623,0.0
240,global,3,0.4823468526204427,0.05185101635085865
241,global,2,0.36689698696136475,0.021157145500183105
242,global,1,0.4369926452636719,0.0
243,global,1,0.4351017475128174,0.0
244,global,1,0.37706780433654785,0.0
245,global,1,0.43711304664611816,0.0
246,global,2,0.35969245433807373,0.0015469789505004883
247,global,2,0.4618065357208252,0.01979541778564453
248,global,1,0.24031901359558105,0.0
249,global,1,0.2471175193786621,0.0
250,global,1,0.35807037353515625,0.0
251,global,1,0.45229148864746094,0.0
252,global,1,0.44243955612182617,0.0
253,global,1,0.43195581436157227,0.0
254,global,1,0.3885498046875,0.0
255,global,1,0.3681650161743164,0.0
256,global,1,0.428804874420166,0.0
257,global,1,0.4410886764526367,0.0
258,global,1,0.38572049140930176,0.0
259,global,1,0.3809535503387451,0.0
260,global,2,0.47915804386138916,0.04510343074798584
261,global,1,0.34993529319763184,0.0
262,global,1,0.4443485736846924,0.0
263,global,1,0.4378383159637451,0.0
264,global,1,0.5011296272277832,0.0
265,global,2,0.3824169635772705,0.02947545051574707
266,global,2,0.46596598625183105,0.010584354400634766
267,global,1,0.45645785331726074,0.0
268,global,1,0.4329349994659424,0.0
269,global,2,0.482272744178772,0.008971810340881348
270,global,1,0.3567976951599121,0.0
271,global,2,0.4551723003387451,0.02632904052734375
272,global,1,0.3952817916870117,0.0
273,global,2,0.3785747289657593,0.02203071117401123
274,global,1,0.352571964263916,0.0
275,global,2,0.45869362354278564,0.03243911266326904
276,global,1,0.43970370292663574,0.0
277,global,1,0.4043862819671631,0.0
278,global,1,0.42307233810424805,0.0
279,global,1,0.46999096870422363,0.0
280,global,1,0.3582146167755127,0.0
281,global,1,0.43631863594055176,0.0
282,global,1,0.35410618782043457,0.0
283,global,1,0.4576892852783203,0.0
284,global,3,0.5339609781901041,0.1119605961370482
285,global,2,0.451092004776001,0.0015254020690917969
286,global,1,0.4421112537384033,0.0
287,global,1,0.35397982597351074,0.0
288,global,1,0.3534517288208008,0.0
289,global,1,0.46883678436279297,0.0
290,global,3,0.4824102719624837,0.03178686560632634
291,global,3,0.45810707410176593,0.009638021575215112
292,global,1,0.46686720848083496,0.0
293,global,1,0.4710068702697754,0.0
294,global,1,0.4376804828643799,0.0
295,global,1,0.4394557476043701,0.0
296,global,1,0.4048428535461426,0.0
297,global,2,0.44918501377105713,0.006111264228820801
298,global,1,0.35147762298583984,0.0
299,global,2,0.4553837776184082,0.010427713394165039
300,global,1,0.4723966121673584,0.0
301,global,1,0.4383811950683594,0.0
302,global,1,0.3600907325744629,0.0
303,global,1,0.4450187683105469,0.0
304,global,4,0.4832388758659363,0.015166584620098008
305,global,1,0.5513424873352051,0.0
306,global,2,0.3674910068511963,0.006143093109130859
307,global,3,0.36461607615152997,0.010362445915902166
308,global,3,0.36377596855163574,0.0030842306830871696
309,global,5,0.45882363319396974,0.019043048141740782
310,global,1,0.4479987621307373,0.0
311,global,2,0.4539511203765869,0.006259441375732422
312,global,1,0.38779401779174805,0.0
313,global,1,0.561955451965332,0.0
314,global,1,0.45802855491638184,0.0
315,global,1,0.45105767250061035,0.0
316,global,2,0.4721555709838867,0.026339292526245117
317,global,2,0.4761495590209961,0.03369569778442383
318,global,1,0.4459097385406494,0.0
