0.1,1720.28,total_flows,gpasp
0.1,1192.16,successful_flows,gpasp
0.1,435.22,dropped_flows,gpasp
0.1,92.9,in_network_flows,gpasp
0.15,2527.62,total_flows,gpasp
0.15,1505.94,successful_flows,gpasp
0.15,888.84,dropped_flows,gpasp
0.15,132.84,in_network_flows,gpasp
0.2,3425.22,total_flows,gpasp
0.2,1776.52,successful_flows,gpasp
0.2,1478.62,dropped_flows,gpasp
0.2,170.08,in_network_flows,gpasp
0.25,4201.04,total_flows,gpasp
0.25,1944.92,successful_flows,gpasp
0.25,2055.0,dropped_flows,gpasp
0.25,201.12,in_network_flows,gpasp
0.3,5010.6,total_flows,gpasp
0.3,2094.62,successful_flows,gpasp
0.3,2683.38,dropped_flows,gpasp
0.3,232.6,in_network_flows,gpasp
0.35,5826.82,total_flows,gpasp
0.35,2215.68,successful_flows,gpasp
0.35,3352.0,dropped_flows,gpasp
0.35,259.14,in_network_flows,gpasp
0.4,6523.34,total_flows,gpasp
0.4,2300.26,successful_flows,gpasp
0.4,3941.62,dropped_flows,gpasp
0.4,281.46,in_network_flows,gpasp
0.45,7395.48,total_flows,gpasp
0.45,2391.04,successful_flows,gpasp
0.45,4692.12,dropped_flows,gpasp
0.45,312.32,in_network_flows,gpasp
0.5,8227.46,total_flows,gpasp
0.5,2473.88,successful_flows,gpasp
0.5,5422.02,dropped_flows,gpasp
0.5,331.56,in_network_flows,gpasp
0.1,1730.98,total_flows,spr1
0.1,1172.32,successful_flows,spr1
0.1,455.24,dropped_flows,spr1
0.1,103.42,in_network_flows,spr1
0.15,2524.06,total_flows,spr1
0.15,1466.26,successful_flows,spr1
0.15,910.4,dropped_flows,spr1
0.15,147.4,in_network_flows,spr1
0.2,3419.3,total_flows,spr1
0.2,1715.24,successful_flows,spr1
0.2,1513.74,dropped_flows,spr1
0.2,190.32,in_network_flows,spr1
0.25,4195.66,total_flows,spr1
0.25,1883.52,successful_flows,spr1
0.25,2090.28,dropped_flows,spr1
0.25,221.86,in_network_flows,spr1
0.3,5024.2,total_flows,spr1
0.3,2016.76,successful_flows,spr1
0.3,2753.22,dropped_flows,spr1
0.3,254.22,in_network_flows,spr1
0.35,5836.5,total_flows,spr1
0.35,2113.72,successful_flows,spr1
0.35,3436.46,dropped_flows,spr1
0.35,286.32,in_network_flows,spr1
0.4,6523.32,total_flows,spr1
0.4,2189.56,successful_flows,spr1
0.4,4024.64,dropped_flows,spr1
0.4,309.12,in_network_flows,spr1
0.45,7370.4,total_flows,spr1
0.45,2256.08,successful_flows,spr1
0.45,4779.38,dropped_flows,spr1
0.45,334.94,in_network_flows,spr1
0.5,8238.02,total_flows,spr1
0.5,2313.26,successful_flows,spr1
0.5,5572.74,dropped_flows,spr1
0.5,352.02,in_network_flows,spr1
0.1,1728.16,total_flows,spr2
0.1,1171.02,successful_flows,spr2
0.1,454.02,dropped_flows,spr2
0.1,103.12,in_network_flows,spr2
0.15,2530.06,total_flows,spr2
0.15,1473.26,successful_flows,spr2
0.15,912.06,dropped_flows,spr2
0.15,144.74,in_network_flows,spr2
0.2,3433.56,total_flows,spr2
0.2,1757.12,successful_flows,spr2
0.2,1495.14,dropped_flows,spr2
0.2,181.3,in_network_flows,spr2
0.25,4177.74,total_flows,spr2
0.25,1924.82,successful_flows,spr2
0.25,2037.86,dropped_flows,spr2
0.25,215.06,in_network_flows,spr2
0.3,5025.98,total_flows,spr2
0.3,2083.06,successful_flows,spr2
0.3,2692.84,dropped_flows,spr2
0.3,250.08,in_network_flows,spr2
0.35,5848.58,total_flows,spr2
0.35,2212.94,successful_flows,spr2
0.35,3361.54,dropped_flows,spr2
0.35,274.1,in_network_flows,spr2
0.4,6529.7,total_flows,spr2
0.4,2285.24,successful_flows,spr2
0.4,3946.82,dropped_flows,spr2
0.4,297.64,in_network_flows,spr2
0.45,7378.72,total_flows,spr2
0.45,2389.84,successful_flows,spr2
0.45,4665.36,dropped_flows,spr2
0.45,323.52,in_network_flows,spr2
0.5,8237.12,total_flows,spr2
0.5,2453.16,successful_flows,spr2
0.5,5431.54,dropped_flows,spr2
0.5,352.42,in_network_flows,spr2
