time,node,decisions
1000,pop0,106
1000,pop1,463
1000,pop2,251
1000,pop3,143
1000,pop4,217
1000,pop5,921
1000,pop6,407
1000,pop7,427
1000,pop8,0
1000,pop9,817
1000,pop10,1227
1000,pop11,310
1000,pop12,1013
1000,pop13,864
1000,pop14,1106
1000,pop15,204
1000,pop16,1140
1000,pop17,1160
1000,pop18,1136
1000,pop19,612
1000,pop20,1360
1000,pop21,432
1000,pop22,431
1000,pop23,517
1000,pop24,330
1000,pop25,180
1000,pop26,0
1000,pop27,1105
1000,pop28,53
1000,pop29,253
1000,pop30,1114
1000,pop31,1057
1000,pop32,306
1000,pop33,1175
1000,pop34,911
1000,pop35,939
1000,pop36,937
1000,pop37,92
1000,pop38,925
1000,pop39,1069
1000,pop40,109
1000,pop41,825
1000,pop42,958
1000,pop43,1029
1000,pop44,1722
1000,pop45,1249
1000,pop46,895
1000,pop47,990
1000,pop48,782
1000,pop49,319
1000,pop50,3249
1000,pop51,2428
1000,pop52,3078
1000,pop53,1541
1000,pop54,171
1000,pop55,800
1000,pop56,1020
1000,pop57,1010
