time,node,decisions
1000,pop0,8
1000,pop1,795
1000,pop2,1390
1000,pop3,1973
1000,pop4,1
1000,pop5,1
1000,pop6,1
1000,pop7,198
1000,pop8,303
1000,pop9,474
1000,pop10,153
1000,pop11,1715
1000,pop12,227
1000,pop13,0
1000,pop14,712
1000,pop15,1221
1000,pop16,158
1000,pop17,2254
1000,pop18,4
1000,pop19,286
1000,pop20,4158
1000,pop21,926
1000,pop22,776
1000,pop23,828
1000,pop24,1051
1000,pop25,546
1000,pop26,474
1000,pop27,474
1000,pop28,611
1000,pop29,2173
1000,pop30,612
1000,pop31,396
1000,pop32,404
1000,pop33,1815
1000,pop34,1405
1000,pop35,403
1000,pop36,895
1000,pop37,263
1000,pop38,1642
1000,pop39,434
1000,pop40,1057
1000,pop41,3282
1000,pop42,248
1000,pop43,291
1000,pop44,933
1000,pop45,1092
1000,pop46,160
1000,pop47,219
1000,pop48,3
1000,pop49,1560
1000,pop50,391
1000,pop51,2174
1000,pop52,203
1000,pop53,342
1000,pop54,818
1000,pop55,20
1000,pop56,265
1000,pop57,804
1000,pop58,441
1000,pop59,239
1000,pop60,176
1000,pop61,2257
1000,pop62,1200
1000,pop63,189
1000,pop64,1034
1000,pop65,198
1000,pop66,1056
1000,pop67,940
1000,pop68,209
1000,pop69,223
1000,pop70,3186
1000,pop71,614
1000,pop72,856
1000,pop73,425
1000,pop74,0
1000,pop75,28
1000,pop76,651
1000,pop77,3136
1000,pop78,222
1000,pop79,2293
1000,pop80,1943
1000,pop81,1819
1000,pop82,340
1000,pop83,221
1000,pop84,586
1000,pop85,345
1000,pop86,1876
1000,pop87,822
1000,pop88,416
1000,pop89,196
1000,pop90,180
1000,pop91,911
1000,pop92,1210
1000,pop93,1852
1000,pop94,2715
1000,pop95,447
1000,pop96,30
1000,pop97,146
1000,pop98,1885
1000,pop99,325
1000,pop100,1623
1000,pop101,1753
1000,pop102,1503
1000,pop103,328
1000,pop104,154
1000,pop105,1894
1000,pop106,622
1000,pop107,2235
1000,pop108,1313
1000,pop109,1212
1000,pop110,2530
1000,pop111,6
1000,pop112,186
1000,pop113,2473
1000,pop114,888
1000,pop115,99
1000,pop116,2651
1000,pop117,294
1000,pop118,461
1000,pop119,260
1000,pop120,3011
1000,pop121,2937
1000,pop122,652
1000,pop123,1863
1000,pop124,3277
1000,pop125,4120
1000,pop126,1078
1000,pop127,888
1000,pop128,1932
1000,pop129,2900
1000,pop130,2958
1000,pop131,4660
1000,pop132,1722
1000,pop133,148
1000,pop134,955
1000,pop135,23
1000,pop136,230
1000,pop137,257
1000,pop138,423
1000,pop139,1453
1000,pop140,2209
1000,pop141,3230
1000,pop142,2355
1000,pop143,566
1000,pop144,4215
1000,pop145,1750
1000,pop146,441
1000,pop147,223
1000,pop148,516
