time,node,decisions
1000,pop0,240
1000,pop1,485
1000,pop2,156
1000,pop3,213
1000,pop4,389
1000,pop5,10
1000,pop6,213
1000,pop7,169
1000,pop8,494
1000,pop9,1691
1000,pop10,225
1000,pop11,118
1000,pop12,779
1000,pop13,13
1000,pop14,305
1000,pop15,888
1000,pop16,9
1000,pop17,613
1000,pop18,385
1000,pop19,301
1000,pop20,466
1000,pop21,9
1000,pop22,601
1000,pop23,9
1000,pop24,0
1000,pop25,245
1000,pop26,944
1000,pop27,405
1000,pop28,785
1000,pop29,212
1000,pop30,270
1000,pop31,620
1000,pop32,585
1000,pop33,454
1000,pop34,348
1000,pop35,850
1000,pop36,309
1000,pop37,342
1000,pop38,324
1000,pop39,1851
1000,pop40,408
1000,pop41,401
1000,pop42,0
1000,pop43,12
1000,pop44,1072
1000,pop45,1153
1000,pop46,1510
1000,pop47,231
1000,pop48,745
1000,pop49,1002
1000,pop50,1687
1000,pop51,2477
1000,pop52,1226
1000,pop53,1729
1000,pop54,91
1000,pop55,290
1000,pop56,411
1000,pop57,0
