time,total_flows,successful_flows,dropped_flows,in_network_flows,avg_end2end_delay_of_dropped_flows,avg_end2end_delay_of_processed_flows,avg_sf_processing_delay,avg_sfc_length,avg_crossed_link_delay,avg_path_delay,avg_path_delay_of_processed_flows,avg_ingress_2_egress_path_delay_of_processed_flows,avg_node_load,avg_link_load
0,26,0,0,26,0,0,0,2.730769230769231,0,0.0,0,0,0.0,0.0
100,612,309,0,303,0,38.18397186086315,4.988870008861733,2.661764705882353,5.118270799347472,20.50653594771242,25.17799352750809,20.485436893203882,0.39833404234023406,0.14302929449643761
200,1166,852,1,313,94.0,44.67405881102053,4.9895137649199715,2.6552315608919383,5.235841970857744,29.89279588336192,31.399061032863848,21.639671361502348,0.4141371212734793,0.18816392349238611
300,1744,1396,21,327,63.37631728966296,48.40156579887549,4.990193356150902,2.6628440366972477,5.2792995060619665,33.70699541284404,35.16045845272206,21.95702005730659,0.4252896674266502,0.20916217613628527
400,2339,1964,28,347,59.21080939581865,50.166489576920355,4.999261579331454,2.66866182129115,5.2667416994935286,36.011543394613085,36.84674134419552,22.26272912423625,0.432815588121465,0.22366922934229685
500,2878,2518,36,324,58.142837841953856,51.93405841853376,5.002559004744848,2.673384294649062,5.264929002139661,37.61917998610146,38.57942811755361,22.179904686258936,0.43168582876842404,0.22845277910639525
600,3458,3071,55,332,53.19945324856309,52.82943960475547,5.008505644710612,2.672932330827068,5.279593691948935,38.62897628687102,39.451644415499835,22.134483881471834,0.4388100204921094,0.23520649850363962
700,3991,3629,58,304,52.935743299885424,53.47105946123592,5.006048422274937,2.6730142821348033,5.294001406705295,39.60486093710849,40.100027555800494,22.175254891154587,0.439499603538131,0.23809256808861273
800,4566,4174,61,331,53.67020410647914,54.05767874601051,5.004153351224724,2.6734559789750327,5.294406848285036,40.09417433201927,40.685194058457114,22.08672735984667,0.4426257609209258,0.24084993718002526
900,5186,4744,71,371,52.05704992695242,54.48010797052149,5.0045348604894,2.677207867335133,5.317039212211731,40.50115696104898,41.098650927487355,22.078414839797638,0.44651527437789784,0.24616378536591335
1000,5765,5327,73,365,51.38980633240358,55.1128574184907,5.00378851098868,2.6768430182133565,5.354009418020413,41.218907198612314,41.72066829359865,22.113196921344095,0.4494465381629666,0.2502719466573654
