time,node,decisions
1000,pop0,15
1000,pop1,761
1000,pop2,69
1000,pop3,1202
1000,pop4,188
1000,pop5,504
1000,pop6,944
1000,pop7,266
1000,pop8,406
1000,pop9,222
1000,pop10,1732
1000,pop11,915
1000,pop12,219
1000,pop13,576
1000,pop14,998
1000,pop15,248
1000,pop16,334
1000,pop17,751
1000,pop18,804
1000,pop19,1129
1000,pop20,292
1000,pop21,621
1000,pop22,954
1000,pop23,699
1000,pop24,780
1000,pop25,587
1000,pop26,208
1000,pop27,634
1000,pop28,444
1000,pop29,273
1000,pop30,423
1000,pop31,814
1000,pop32,1
1000,pop33,84
1000,pop34,0
1000,pop35,215
1000,pop36,2646
1000,pop37,946
1000,pop38,972
1000,pop39,320
1000,pop40,525
1000,pop41,785
1000,pop42,2879
1000,pop43,2407
1000,pop44,1512
1000,pop45,361
1000,pop46,599
1000,pop47,8
1000,pop48,2505
1000,pop49,1214
1000,pop50,3877
1000,pop51,4601
1000,pop52,3806
1000,pop53,1920
1000,pop54,258
1000,pop55,1544
1000,pop56,161
1000,pop57,275
